link,Address,Latitude,Longitude,Price,#Bed,#Bath,Square Foot,Year Built,date1,price1,date2,price2,date3,price3,date4,price4,date5,price5,date6,price6,date7,price7,absolute,link1,ZestYear 2015,ZestPrice 2015,ZestYear 2020,ZestPrice 2020
https://www.zillow.com/homedetails/583-Battery-St-3802N-Seattle-WA-98121/2097227523_zpid/,583 Battery St #3802N Seattle WA 98121,47.617063,-122.3436142,3049000,2,3,1955,2016,7/28/2020,3049000,9/1/2016,2307200,,,,,,,,,,,21,https://www.zillow.com/homedetails/583-Battery-St-3802N-Seattle-WA-98121/2097227523_zpid/,2015,508.1,2020,1000
https://www.zillow.com/homedetails/516-Yale-Ave-N-600-Seattle-WA-98109/2134133805_zpid/,516 Yale Ave N #600 Seattle WA 98109,47.6237009,-122.330087,3000000,3,2,2237,2010,3/15/2020,3000000,9/15/2015,1000000,8/10/2015,1027000,1/22/2015,1027000,12/10/2014,990000,12/10/2014,990000,3/22/2014,990000,22,https://www.zillow.com/homedetails/516-Yale-Ave-N-600-Seattle-WA-98109/2134133805_zpid/,2015,1000,2020,1300
https://www.zillow.com/homedetails/5332-S-Kenyon-St-Seattle-WA-98118/49133405_zpid/,5332 S Kenyon St Seattle WA 98118,47.5321681,-122.2648629,2999999,5,3,5950,1907,9/11/2020,2999999,8/12/2020,3295000,5/1/2018,1625000,2/11/2018,1750000,1/18/2018,1750000,11/2/2017,2150000,10/5/2017,2250000,23,https://www.zillow.com/homedetails/5332-S-Kenyon-St-Seattle-WA-98118/49133405_zpid/,2015,1500,2020,1700
https://www.zillow.com/homedetails/1716-36th-Ave-Seattle-WA-98122/49046665_zpid/,1716 36th Ave Seattle WA 98122,47.6170617,-122.2866977,2995500,4,6,5060,1910,8/20/2020,2995500,6/27/2020,3250000,4/20/2020,3495000,8/4/1989,660000,,,,,,,24,https://www.zillow.com/homedetails/1716-36th-Ave-Seattle-WA-98122/49046665_zpid/,2015,2200,2020,2900
https://www.zillow.com/homedetails/5517-Seaview-Ave-NW-Seattle-WA-98107/129004776_zpid/,5517 Seaview Ave NW Seattle WA 98107,47.6690254,-122.4043812,2995000,3,4,4060,1947,7/28/2020,2995000,12/10/2004,1125000,,,,,,,,,,,25,https://www.zillow.com/homedetails/5517-Seaview-Ave-NW-Seattle-WA-98107/129004776_zpid/,2015,1300,2020,1500
https://www.zillow.com/homedetails/948-Harvard-Ave-E-Seattle-WA-98102/49147760_zpid/,948 Harvard Ave E Seattle WA 98102,47.6282915,-122.3220225,2995000,6,5,7950,1909,8/8/2020,2995000,3/25/2020,3250000,3/17/2005,1750000,,,,,,,,,26,https://www.zillow.com/homedetails/948-Harvard-Ave-E-Seattle-WA-98102/49147760_zpid/,2015,2100,2020,2900
https://www.zillow.com/homedetails/819-W-Lee-St-Seattle-WA-98119/48986624_zpid/,819 W Lee St Seattle WA 98119,47.6309486,-122.3687238,2995000,5,4,4510,1925,7/11/2020,2995000,5/16/2020,3250000,7/31/1995,895000,,,,,,,,,27,https://www.zillow.com/homedetails/819-W-Lee-St-Seattle-WA-98119/48986624_zpid/,2015,2100,2020,3300
https://www.zillow.com/homedetails/2005-Broadway-E-Seattle-WA-98102/49011585_zpid/,2005 Broadway E Seattle WA 98102,47.6375125,-122.3215644,2995000,6,6,4790,1909,8/7/2020,2995000,2/26/2013,225000,8/9/2004,229950,,,,,,,,,28,https://www.zillow.com/homedetails/2005-Broadway-E-Seattle-WA-98102/49011585_zpid/,2015,314.5,2020,403.7
https://www.zillow.com/homedetails/9315-21st-Ave-NW-Seattle-WA-98117/48991795_zpid/,9315 21st Ave NW Seattle WA 98117,47.6969385,-122.3830827,2988000,4,5,3625,1958,9/4/2020,2988000,5/30/2019,2370000,5/18/2019,2295000,5/11/2019,2295000,8/1/2018,1050000,,,,,29,https://www.zillow.com/homedetails/9315-21st-Ave-NW-Seattle-WA-98117/48991795_zpid/,2015,986.9,2020,2400
https://www.zillow.com/homedetails/939-18th-Ave-E-Seattle-WA-98112/48725075_zpid/,939 18th Ave E Seattle WA 98112,47.627978,-122.3090061,2975000,5,5,5634,1907,7/31/2020,2975000,6/12/2020,3100000,10/5/2012,1630000,9/1/2012,1700000,8/4/2012,1700000,7/3/2012,1750000,2/15/2012,1750000,30,https://www.zillow.com/homedetails/939-18th-Ave-E-Seattle-WA-98112/48725075_zpid/,2015,2000,2020,2800
https://www.zillow.com/homedetails/5760-64th-Ave-NE-Seattle-WA-98105/49135825_zpid/,5760 64th Ave NE Seattle WA 98105,47.6716112,-122.2592686,2950000,4,4,5370,1951,9/3/2020,2950000,6/20/2015,2950000,4/15/2015,2950000,3/25/2010,1500000,1/25/2010,1625000,10/14/2009,1718000,5/11/2009,2000000,31,https://www.zillow.com/homedetails/5760-64th-Ave-NE-Seattle-WA-98105/49135825_zpid/,2015,2600,2020,3300
https://www.zillow.com/homedetails/5201-Beach-Dr-SW-Seattle-WA-98136/49049824_zpid/,5201 Beach Dr SW Seattle WA 98136,47.5554561,-122.3998609,2950000,4,4,4186,2003,6/26/2020,2950000,12/7/2015,1970000,9/5/2015,1970000,6/15/2015,2170000,3/17/2015,2225000,1/30/2015,2286600,1/19/2015,2286600,32,https://www.zillow.com/homedetails/5201-Beach-Dr-SW-Seattle-WA-98136/49049824_zpid/,2015,2200,2020,3000
https://www.zillow.com/homedetails/3212-Portage-Bay-Pl-E-UNIT-A-Seattle-WA-98102/2102853600_zpid/,3212 Portage Bay Pl E UNIT A Seattle WA 98102,47.6507786,-122.3194293,2875000,4,4,2973,2016,8/30/2020,2875000,7/24/2020,3100000,7/20/2016,2285000,6/14/2016,2285000,5/29/2016,2285000,5/4/2016,2485000,4/3/2015,690000,33,https://www.zillow.com/homedetails/3212-Portage-Bay-Pl-E-UNIT-A-Seattle-WA-98102/2102853600_zpid/,2015,608.8,2020,2200
https://www.zillow.com/homedetails/404-Comstock-Pl-Seattle-WA-98109/48820280_zpid/,404 Comstock Pl Seattle WA 98109,47.6309803,-122.3488606,2875000,4,4,3486,1923,7/9/2020,2875000,6/10/2020,2975000,10/16/2018,1925000,9/30/2011,783000,9/24/2011,799950,7/24/2011,799950,,,34,https://www.zillow.com/homedetails/404-Comstock-Pl-Seattle-WA-98109/48820280_zpid/,2015,949.1,2020,2000
https://www.zillow.com/homedetails/2503-Montavista-Pl-W-Seattle-WA-98199/48726725_zpid/,2503 Montavista Pl W Seattle WA 98199,47.6413904,-122.4049394,2795000,4,5,5020,2009,8/21/2020,2795000,2/22/2020,2995000,2/6/2020,2995000,12/12/2019,2995000,10/29/2019,3295000,2/24/2014,1930000,1/11/2014,1975000,35,https://www.zillow.com/homedetails/2503-Montavista-Pl-W-Seattle-WA-98199/48726725_zpid/,2015,2100,2020,2900
https://www.zillow.com/homedetails/1727-15th-Ave-Seattle-WA-98122/2084247275_zpid/,1727 15th Ave Seattle WA 98122,47.617281,-122.3130639,2780000,9,8,7708,1910,7/4/2020,2780000,6/26/2020,2780000,6/6/2020,2780000,11/2/2019,3500000,5/29/2019,3500000,,,,,36,https://www.zillow.com/homedetails/1727-15th-Ave-Seattle-WA-98122/2084247275_zpid/,2015,855.4,2020,2000
https://www.zillow.com/homedetails/3732-47th-Pl-NE-Seattle-WA-98105/48929281_zpid/,3732 47th Pl NE Seattle WA 98105,47.6556571,-122.2762964,2775000,5,5,4150,1930,8/27/2020,2775000,9/27/2019,1540000,9/6/2019,1670000,8/23/2019,1670000,7/11/2019,1895000,6/8/2019,1970000,5/7/2019,2075000,37,https://www.zillow.com/homedetails/3732-47th-Pl-NE-Seattle-WA-98105/48929281_zpid/,2015,1600,2020,1600
https://www.zillow.com/homedetails/933-33rd-Ave-S-Seattle-WA-98144/48717093_zpid/,933 33rd Ave S Seattle WA 98144,47.5936363,-122.2906168,2750000,5,6,4289,2020,9/6/2020,2750000,10/11/2018,625000,10/10/2017,625000,,,,,,,,,38,https://www.zillow.com/homedetails/933-33rd-Ave-S-Seattle-WA-98144/48717093_zpid/,2015,645.9,2020,662.5
https://www.zillow.com/homedetails/719-Harvard-Ave-E-Seattle-WA-98102/72498757_zpid/,719 Harvard Ave E Seattle WA 98102,47.6256324,-122.3227428,2695000,3,4,3890,2006,9/9/2020,2695000,11/18/2019,2400000,9/26/2019,2595000,9/12/2019,2595000,8/29/2019,2595000,5/25/2019,2595000,3/28/2019,2750000,39,https://www.zillow.com/homedetails/719-Harvard-Ave-E-Seattle-WA-98102/72498757_zpid/,2015,1900,2020,2400
https://www.zillow.com/homedetails/7914-Seward-Park-Ave-S-Seattle-WA-98118/48878501_zpid/,7914 Seward Park Ave S Seattle WA 98118,47.531281,-122.2662066,2685000,4,4,5003,1905,8/2/2020,2685000,7/27/2020,2685000,7/21/2020,2685000,12/2/2019,2985000,4/2/2019,2985000,6/6/2018,3485000,,,40,https://www.zillow.com/homedetails/7914-Seward-Park-Ave-S-Seattle-WA-98118/48878501_zpid/,2015,1200,2020,1700
https://www.zillow.com/homedetails/13306-1st-Ave-NE-Seattle-WA-98125/48757769_zpid/,13306 1st Ave NE Seattle WA 98125,47.7252838,-122.3285679,529500,3,1,1120,1952,9/13/2020,529500,9/30/2016,353500,,,,,,,,,,,41,https://www.zillow.com/homedetails/13306-1st-Ave-NE-Seattle-WA-98125/48757769_zpid/,2015,340.8,2020,536.9
https://www.zillow.com/homedetails/6524-High-Point-Dr-SW-Seattle-WA-98126/84760276_zpid/,6524 High Point Dr SW Seattle WA 98126,47.5441278,-122.367986,610000,3,3,1710,2013,9/13/2020,610000,5/17/2017,560000,5/2/2017,550000,8/30/2013,353045,,,,,,,42,https://www.zillow.com/homedetails/6524-High-Point-Dr-SW-Seattle-WA-98126/84760276_zpid/,2015,396,2020,602.4
https://www.zillow.com/homedetails/1710-Alki-Ave-SW-Seattle-WA-98116/48656195_zpid/,1710 Alki Ave SW Seattle WA 98116,47.587825,-122.3955858,1169000,3,3,1800,1910,9/12/2020,1169000,8/30/2020,1190000,8/9/2020,1200000,5/7/2020,1250000,2/8/2020,1250000,10/31/2019,1195000,9/18/2019,1195000,43,https://www.zillow.com/homedetails/1710-Alki-Ave-SW-Seattle-WA-98116/48656195_zpid/,2015,828.9,2020,1200
https://www.zillow.com/homedetails/1629-Queen-Anne-Ave-N-APT-403-Seattle-WA-98109/49058829_zpid/,1629 Queen Anne Ave N APT 403 Seattle WA 98109,47.6344602,-122.357366,650000,2,2,990,1990,9/12/2020,650000,8/8/2019,2850,7/27/2019,2850,10/24/2016,2595,5/9/2015,2495,5/5/2015,2495,5/8/2014,2495,44,https://www.zillow.com/homedetails/1629-Queen-Anne-Ave-N-APT-403-Seattle-WA-98109/49058829_zpid/,2015,425.9,2020,712.8
https://www.zillow.com/homedetails/4547-8th-Ave-NE-APT-502-Seattle-WA-98105/2088184787_zpid/,4547 8th Ave NE APT 502 Seattle WA 98105,47.6628143,-122.3199182,359900,1,1,470,2008,9/12/2020,359900,4/19/2019,1675,4/18/2019,1675,9/28/2018,1675,8/21/2018,1675,8/16/2018,1700,12/15/2015,250000,45,https://www.zillow.com/homedetails/4547-8th-Ave-NE-APT-502-Seattle-WA-98105/2088184787_zpid/,2015,249.6,2020,451.8
https://www.zillow.com/homedetails/8238-Ashworth-Ave-N-Seattle-WA-98103/48772257_zpid/,8238 Ashworth Ave N Seattle WA 98103,47.6897681,-122.338806,824950,3,1,2160,1927,9/12/2020,824950,1/31/2019,2645,1/5/2019,2645,11/29/2018,3000,10/30/2018,2895,10/10/2018,3100,10/3/2018,3300,46,https://www.zillow.com/homedetails/8238-Ashworth-Ave-N-Seattle-WA-98103/48772257_zpid/,2015,594.6,2020,882.6
https://www.zillow.com/homedetails/9726-11th-Ave-NW-Seattle-WA-98117/48967170_zpid/,9726 11th Ave NW Seattle WA 98117,47.7008451,-122.3697541,825000,5,3,2480,1954,9/12/2020,825000,6/29/2019,750000,6/5/2019,750000,5/29/2019,750000,8/27/2003,397888,7/20/2000,275000,,,47,https://www.zillow.com/homedetails/9726-11th-Ave-NW-Seattle-WA-98117/48967170_zpid/,2015,642.7,2020,784.8
https://www.zillow.com/homedetails/6734-12th-Ave-NW-Seattle-WA-98117/48843679_zpid/,6734 12th Ave NW Seattle WA 98117,47.6788366,-122.3716822,875000,4,2,1805,1905,9/12/2020,875000,11/23/2010,675000,2/27/2010,675000,1/9/2010,675000,12/23/2009,675000,6/30/2009,675000,6/14/2009,675000,48,https://www.zillow.com/homedetails/6734-12th-Ave-NW-Seattle-WA-98117/48843679_zpid/,2015,554.8,2020,797.3
https://www.zillow.com/homedetails/518-N-80th-St-Seattle-WA-98103/48995884_zpid/,518 N 80th St Seattle WA 98103,47.6871503,-122.3516027,900000,4,1,1940,1925,9/12/2020,900000,3/8/2018,845000,2/2/2018,799000,1/24/2018,799000,12/21/2004,399000,4/21/1997,159000,,,49,https://www.zillow.com/homedetails/518-N-80th-St-Seattle-WA-98103/48995884_zpid/,2015,486,2020,879.3
https://www.zillow.com/homedetails/2815-E-Aloha-St-Seattle-WA-98112/48956926_zpid/,2815 E Aloha St Seattle WA 98112,47.6264566,-122.2957167,849000,3,1,1340,1947,9/12/2020,849000,7/17/2018,2950,7/7/2018,2950,4/30/2012,364000,12/3/2003,288000,,,,,50,https://www.zillow.com/homedetails/2815-E-Aloha-St-Seattle-WA-98112/48956926_zpid/,2015,468.5,2020,803.9
https://www.zillow.com/homedetails/4424-Francis-Ave-N-Seattle-WA-98103/49084521_zpid/,4424 Francis Ave N Seattle WA 98103,47.6610231,-122.3530298,1049000,6,2,2740,1910,9/12/2020,1049000,6/18/2019,5595,6/13/2019,5595,6/16/2018,5350,6/6/2018,5350,6/25/2016,4795,6/25/2002,335950,51,https://www.zillow.com/homedetails/4424-Francis-Ave-N-Seattle-WA-98103/49084521_zpid/,2015,688.3,2020,972
https://www.zillow.com/homedetails/9634-59th-Ave-S-Seattle-WA-98118/49016775_zpid/,9634 59th Ave S Seattle WA 98118,47.5156521,-122.259088,540000,3,2,1730,1926,9/12/2020,540000,12/2/2019,2300,11/5/2019,2300,10/31/2012,205000,7/23/2012,215000,4/25/2012,215000,5/16/2007,320000,52,https://www.zillow.com/homedetails/9634-59th-Ave-S-Seattle-WA-98118/49016775_zpid/,2015,254.4,2020,578.9
https://www.zillow.com/homedetails/744-Harvard-Ave-E-200-Seattle-WA-98102/2137316797_zpid/,744 Harvard Ave E #200 Seattle WA 98102,47.6264201,-122.3220779,1300000,3,3,2057,2008,9/12/2020,1300000,7/29/2015,1120000,3/24/2011,1500000,9/18/2009,1500000,8/18/2009,1850000,,,,,53,https://www.zillow.com/homedetails/744-Harvard-Ave-E-200-Seattle-WA-98102/2137316797_zpid/,2015,851.8,2020,1400
https://www.zillow.com/homedetails/122-18th-Ave-E-Seattle-WA-98112/48826173_zpid/,122 18th Ave E Seattle WA 98112,47.6192626,-122.3085385,1525000,5,4,3480,1903,9/12/2020,1525000,7/8/2013,675000,3/15/2012,800000,3/8/2012,850000,1/2/2012,850000,11/16/2011,899000,8/7/2011,899000,54,https://www.zillow.com/homedetails/122-18th-Ave-E-Seattle-WA-98112/48826173_zpid/,2015,1100,2020,1700
https://www.zillow.com/homedetails/10241-42nd-Ave-SW-Seattle-WA-98146/48834695_zpid/,10241 42nd Ave SW Seattle WA 98146,47.510864,-122.3861227,600000,2,2,1000,1939,9/12/2020,600000,8/23/2018,505000,7/26/2018,499950,7/10/2018,499950,9/30/2017,431500,9/22/2017,449000,9/15/2017,449000,55,https://www.zillow.com/homedetails/10241-42nd-Ave-SW-Seattle-WA-98146/48834695_zpid/,2015,310.1,2020,518.6
https://www.zillow.com/homedetails/1154-N-92nd-St-APT-12-Seattle-WA-98103/83229620_zpid/,1154 N 92nd St APT 12 Seattle WA 98103,47.695831,-122.3421778,375000,1,1,750,1992,9/12/2020,375000,3/1/2016,278600,2/12/2016,269000,2/6/2016,269000,11/5/2008,256950,,,,,56,https://www.zillow.com/homedetails/1154-N-92nd-St-APT-12-Seattle-WA-98103/83229620_zpid/,2015,215.9,2020,354.9
https://www.zillow.com/homedetails/1519-38th-Ave-Seattle-WA-98122/48957267_zpid/,1519 38th Ave Seattle WA 98122,47.6145391,-122.2854925,1450000,3,3,2130,1923,9/12/2020,1450000,8/15/2017,1370000,7/17/2017,1198000,7/13/2017,1198000,11/8/2011,760000,10/22/2011,797000,9/9/2011,797000,57,https://www.zillow.com/homedetails/1519-38th-Ave-Seattle-WA-98122/48957267_zpid/,2015,946.3,2020,1500
https://www.zillow.com/homedetails/121-12th-Ave-E-103-Seattle-WA-98102/2085903712_zpid/,121 12th Ave E #103 Seattle WA 98102,47.619414,-122.3171781,440000,1,1,543,2019,7/24/2020,440000,3/22/2019,397450,2/20/2019,389950,2/12/2019,349950,,,,,,,58,https://www.zillow.com/homedetails/121-12th-Ave-E-103-Seattle-WA-98102/2085903712_zpid/,2015,398.7,2020,410.1
https://www.zillow.com/homedetails/10026-41st-Ave-SW-Seattle-WA-98146/48662145_zpid/,10026 41st Ave SW Seattle WA 98146,47.5129789,-122.3842991,445000,2,1,1040,1918,8/18/2020,445000,8/8/2020,449950,7/25/2020,459950,11/27/2013,1500,11/8/2013,1500,8/15/2012,1400,7/27/2012,1400,59,https://www.zillow.com/homedetails/10026-41st-Ave-SW-Seattle-WA-98146/48662145_zpid/,2015,252.1,2020,465.7
https://www.zillow.com/homedetails/159-Denny-Way-APT-210-Seattle-WA-98109/2084972399_zpid/,159 Denny Way APT 210 Seattle WA 98109,47.6183523,-122.3536189,445000,1,1,645,2006,8/24/2020,445000,7/21/2020,455000,6/28/2020,460000,6/15/2019,485000,6/15/2019,499950,5/22/2019,499950,4/30/2019,499950,60,https://www.zillow.com/homedetails/159-Denny-Way-APT-210-Seattle-WA-98109/2084972399_zpid/,2015,219.6,2020,498.1
https://www.zillow.com/homedetails/2001-E-Yesler-Way-UNIT-49-Seattle-WA-98122/48737163_zpid/,2001 E Yesler Way UNIT 49 Seattle WA 98122,47.6012535,-122.3056997,445000,2,3,1247,1980,9/11/2020,445000,7/12/2010,274500,6/6/2010,274500,4/11/2010,285000,10/11/2009,299000,7/13/2009,299000,6/4/2003,168500,61,https://www.zillow.com/homedetails/2001-E-Yesler-Way-UNIT-49-Seattle-WA-98122/48737163_zpid/,2015,301.6,2020,489.7
https://www.zillow.com/homedetails/2717-Western-Ave-APT-628-Seattle-WA-98121/65225437_zpid/,2717 Western Ave APT 628 Seattle WA 98121,47.6152233,-122.3521882,449000,1,1,658,2001,9/4/2020,449000,6/19/2020,459950,5/29/2020,459950,5/5/2020,475000,3/14/2020,489000,2/19/2020,499000,12/21/2019,2250,62,https://www.zillow.com/homedetails/2717-Western-Ave-APT-628-Seattle-WA-98121/65225437_zpid/,2015,339.5,2020,405.9
https://www.zillow.com/homedetails/2607-Western-Ave-APT-553-Seattle-WA-98121/60122418_zpid/,2607 Western Ave APT 553 Seattle WA 98121,47.6146711,-122.3512545,449000,1,1,652,2002,7/24/2020,449000,12/5/2018,552500,10/28/2018,552500,10/20/2018,579995,10/13/2018,599900,2/25/2003,254900,,,63,https://www.zillow.com/homedetails/2607-Western-Ave-APT-553-Seattle-WA-98121/60122418_zpid/,2015,338.9,2020,489.5
https://www.zillow.com/homedetails/13528-Densmore-Ave-N-Seattle-WA-98133/48985482_zpid/,13528 Densmore Ave N Seattle WA 98133,47.7276899,-122.3379566,449500,3,1,1010,1952,9/11/2020,449500,8/28/2020,465000,7/27/2017,2195,5/9/2017,2195,7/30/2010,200000,,,,,64,https://www.zillow.com/homedetails/13528-Densmore-Ave-N-Seattle-WA-98133/48985482_zpid/,2015,310,2020,496.7
https://www.zillow.com/homedetails/3722-27th-Pl-W-APT-401-Seattle-WA-98199/49137123_zpid/,3722 27th Pl W APT 401 Seattle WA 98199,47.6533758,-122.391144,449500,2,1,1051,1968,8/24/2020,449500,8/16/2020,459500,8/15/2020,469500,2/18/1999,128500,,,,,,,65,https://www.zillow.com/homedetails/3722-27th-Pl-W-APT-401-Seattle-WA-98199/49137123_zpid/,2015,214.4,2020,326.5
https://www.zillow.com/homedetails/7745-18th-Ave-SW-Seattle-WA-98106/48777796_zpid/,7745 18th Ave SW Seattle WA 98106,47.5323522,-122.3580208,449900,2,1,990,1918,9/11/2020,449900,8/30/2018,1990,8/16/2018,1990,12/14/2013,1475,12/4/2013,1475,12/4/2013,1500,6/12/2012,220000,66,https://www.zillow.com/homedetails/7745-18th-Ave-SW-Seattle-WA-98106/48777796_zpid/,2015,283.9,2020,504.7
https://www.zillow.com/homedetails/1111-S-Atlantic-St-Seattle-WA-98134/48664747_zpid/,1111 S Atlantic St Seattle WA 98134,47.5894606,-122.3182976,449950,2,2,1150,1980,8/12/2020,449950,6/19/2020,499950,4/30/2013,218800,3/19/2013,218800,3/8/2013,218800,,,,,67,https://www.zillow.com/homedetails/1111-S-Atlantic-St-Seattle-WA-98134/48664747_zpid/,2015,252.4,2020,399.8
https://www.zillow.com/homedetails/417-E-Pine-St-APT-212-Seattle-WA-98122/49011805_zpid/,417 E Pine St APT 212 Seattle WA 98122,47.614916,-122.325892,450000,1,5,1,1919,7/25/2020,450000,6/4/2020,475000,12/26/2012,185500,11/3/2012,194300,7/3/2012,210292,12/11/2011,179000,7/20/2011,179000,68,https://www.zillow.com/homedetails/417-E-Pine-St-APT-212-Seattle-WA-98122/49011805_zpid/,2015,243.5,2020,382.8
https://www.zillow.com/homedetails/1125-E-Olive-St-APT-408-Seattle-WA-98122/72496661_zpid/,1125 E Olive St APT 408 Seattle WA 98122,47.616174,-122.3172768,450000,1,1,719,2007,8/29/2020,450000,8/14/2020,469000,8/25/2006,329000,,,,,,,,,69,https://www.zillow.com/homedetails/1125-E-Olive-St-APT-408-Seattle-WA-98122/72496661_zpid/,2015,278.7,2020,515.7
https://www.zillow.com/homedetails/506-E-Howell-St-UNIT-W503-Seattle-WA-98122/48657941_zpid/,506 E Howell St UNIT W503 Seattle WA 98122,47.6180327,-122.3249224,450000,1,1,566,1992,8/12/2020,450000,8/31/2015,325000,6/20/2012,210000,6/3/2012,194900,3/27/2012,286064,,,,,70,https://www.zillow.com/homedetails/506-E-Howell-St-UNIT-W503-Seattle-WA-98122/48657941_zpid/,2015,297.9,2020,399.2
https://www.zillow.com/homedetails/1610-Belmont-Ave-APT-203-Seattle-WA-98122/72494683_zpid/,1610 Belmont Ave APT 203 Seattle WA 98122,47.6157993,-122.3241533,450000,1,1,670,2001,9/5/2020,450000,8/21/2020,475000,7/25/2020,499500,11/16/2018,2000,10/18/2018,2000,9/28/2018,2200,9/25/2018,2300,71,https://www.zillow.com/homedetails/1610-Belmont-Ave-APT-203-Seattle-WA-98122/72494683_zpid/,2015,334.2,2020,480.8
https://www.zillow.com/homedetails/76-Cedar-St-606-Seattle-WA-98121/82362281_zpid/,76 Cedar St #606 Seattle WA 98121,47.6156052,-122.3516944,455000,1,1,690,2007,7/28/2020,455000,12/19/2015,332000,12/18/2015,325000,12/16/2015,325000,11/9/2015,325000,10/23/2015,350000,9/4/2015,274250,72,https://www.zillow.com/homedetails/76-Cedar-St-606-Seattle-WA-98121/82362281_zpid/,2015,284.4,2020,487
https://www.zillow.com/homedetails/1700-Bellevue-Ave-UNIT-303-Seattle-WA-98122/65229075_zpid/,1700 Bellevue Ave UNIT 303 Seattle WA 98122,47.6165093,-122.3264916,459500,1,1,653,1988,9/11/2020,459500,7/25/2019,1975,7/16/2019,1975,6/24/2019,440000,5/17/2019,450000,5/2/2019,450000,3/8/2019,475000,73,https://www.zillow.com/homedetails/1700-Bellevue-Ave-UNIT-303-Seattle-WA-98122/65229075_zpid/,2015,336.3,2020,460.4
https://www.zillow.com/homedetails/1610-Belmont-Ave-APT-406-Seattle-WA-98122/72494572_zpid/,1610 Belmont Ave APT 406 Seattle WA 98122,47.6157993,-122.3241533,460000,1,1,600,2001,7/1/2020,460000,7/18/2018,550000,4/20/2018,550000,11/27/2007,290000,,,,,,,74,https://www.zillow.com/homedetails/1610-Belmont-Ave-APT-406-Seattle-WA-98122/72494572_zpid/,2015,308.1,2020,466.4
https://www.zillow.com/homedetails/2721-1st-Ave-Seattle-WA-98121/63925111_zpid/,2721 1st Ave Seattle WA 98121,47.6160192,-122.3515323,460000,1,1,721,2005,9/10/2020,460000,6/20/2020,475000,5/13/2020,489000,6/19/2011,339500,1/9/2010,339500,11/3/2009,338500,9/26/2009,339500,75,https://www.zillow.com/homedetails/2721-1st-Ave-Seattle-WA-98121/63925111_zpid/,2015,321.7,2020,495
https://www.zillow.com/homedetails/3217-Eastlake-Ave-E-APT-302-Seattle-WA-98102/63335448_zpid/,3217 Eastlake Ave E APT 302 Seattle WA 98102,47.6512112,-122.3219345,464999,1,1,757,2002,8/25/2020,464999,7/26/2020,479999,7/3/2020,489999,5/5/2017,440000,4/10/2017,399950,4/8/2017,399950,3/28/2006,323000,76,https://www.zillow.com/homedetails/3217-Eastlake-Ave-E-APT-302-Seattle-WA-98102/63335448_zpid/,2015,285.7,2020,510.5
https://www.zillow.com/homedetails/2414-1st-Ave-APT-511-Seattle-WA-98121/2082689190_zpid/,2414 1st Ave APT 511 Seattle WA 98121,47.614607,-122.3481121,466088,1,1,637,1994,8/25/2020,466088,8/17/2020,478800,8/5/2020,499000,2/6/2020,607772,2/1/2020,607772,1/7/2020,460000,12/19/2019,460000,77,https://www.zillow.com/homedetails/2414-1st-Ave-APT-511-Seattle-WA-98121/2082689190_zpid/,2015,356.2,2020,625.3
https://www.zillow.com/homedetails/9105-Rainier-Ave-S-Seattle-WA-98118/48779225_zpid/,9105 Rainier Ave S Seattle WA 98118,47.5221498,-122.2703436,468000,7,4,3690,1945,9/10/2020,468000,8/22/2020,468000,8/14/2020,468000,8/1/2019,524950,5/23/2019,524950,3/23/2019,524950,3/10/2019,524950,78,https://www.zillow.com/homedetails/9105-Rainier-Ave-S-Seattle-WA-98118/48779225_zpid/,2015,375.4,2020,702.7
https://www.zillow.com/homedetails/919-2nd-Ave-W-APT-302-Seattle-WA-98119/2138039043_zpid/,919 2nd Ave W APT 302 Seattle WA 98119,47.6274997,-122.3596322,468900,2,1,900,1960,9/6/2020,468900,9/1/2020,488900,8/15/2020,499000,3/23/2017,425000,2/21/2017,425000,2/11/2017,425000,8/29/2012,218000,79,https://www.zillow.com/homedetails/919-2nd-Ave-W-APT-302-Seattle-WA-98119/2138039043_zpid/,2015,270.3,2020,496
https://www.zillow.com/homedetails/201-Galer-St-APT-426-Seattle-WA-98109/70584699_zpid/,201 Galer St APT 426 Seattle WA 98109,47.6319655,-122.3520303,473575,1,1,692,1908,8/14/2020,473575,7/7/2020,498500,6/20/2020,515000,6/4/2019,2250,5/11/2019,2250,5/11/2018,2200,4/18/2018,2200,80,https://www.zillow.com/homedetails/201-Galer-St-APT-426-Seattle-WA-98109/70584699_zpid/,2015,318.1,2020,498.7
https://www.zillow.com/homedetails/3710-25th-Pl-W-APT-104-Seattle-WA-98199/48793793_zpid/,3710 25th Pl W APT 104 Seattle WA 98199,47.6539637,-122.3888711,475000,2,2,1274,1977,8/25/2020,475000,5/29/2020,485000,8/20/2019,550000,6/14/2019,550000,11/3/2017,480000,10/24/2017,500000,9/23/2017,500000,81,https://www.zillow.com/homedetails/3710-25th-Pl-W-APT-104-Seattle-WA-98199/48793793_zpid/,2015,352.4,2020,527.5
https://www.zillow.com/homedetails/490-N-130th-St-Seattle-WA-98133/89822737_zpid/,490 N 130th St Seattle WA 98133,47.723537,-122.352487,475000,2,2,1090,2009,8/21/2020,475000,8/14/2020,500000,5/24/2019,1995,4/27/2019,1995,4/16/2019,2095,3/9/2019,1900,4/28/2015,319000,82,https://www.zillow.com/homedetails/490-N-130th-St-Seattle-WA-98133/89822737_zpid/,2015,309.8,2020,476.8
